row_id,matched_attack_type,match_score,strategy_hint,label
41,UNKNOWN,0.0573479459486977,s_unknown_similarity,BENIGN
42,UNKNOWN,0.10885638529013907,s_unknown_similarity,BENIGN
43,UNKNOWN,0.1100380523225342,s_unknown_similarity,BENIGN
44,UNKNOWN,0.2463245347689931,s_unknown_similarity,BENIGN
45,UNKNOWN,0.19272716952349145,s_unknown_similarity,BENIGN
46,SSH-Patator,0.44752104569920614,,BENIGN
47,UNKNOWN,0.2111046870339032,s_unknown_similarity,BENIGN
48,SSH-Patator,0.2667493679654023,,BENIGN
49,SSH-Patator,0.37844918490255897,,BENIGN
50,SSH-Patator,0.3798592259292572,,BENIGN
51,UNKNOWN,0.07026077823721391,s_unknown_similarity,BENIGN
52,SSH-Patator,0.25928801941593926,,BENIGN
53,UNKNOWN,0.07166277700405159,s_unknown_similarity,BENIGN
54,UNKNOWN,0.2259097284937299,s_unknown_similarity,BENIGN
55,UNKNOWN,0.240586189874609,s_unknown_similarity,BENIGN
56,SSH-Patator,0.4577980116383186,,BENIGN
57,SSH-Patator,0.2700154282061066,,BENIGN
58,SSH-Patator,0.30871278123087276,,BENIGN
59,UNKNOWN,-0.0862929523944815,s_unknown_similarity,BENIGN
60,SSH-Patator,0.3353123703170061,,BENIGN
61,UNKNOWN,0.20756188135069645,s_unknown_similarity,BENIGN
62,UNKNOWN,0.1317517333334768,s_unknown_similarity,BENIGN
63,UNKNOWN,0.21352772721979818,s_unknown_similarity,BENIGN
64,UNKNOWN,0.20781475911766026,s_unknown_similarity,BENIGN
65,SSH-Patator,0.46388828782046443,,BENIGN
66,UNKNOWN,-0.03510938845583055,s_unknown_similarity,BENIGN
67,SSH-Patator,0.5329804039514919,,BENIGN
68,SSH-Patator,0.374815339003144,,BENIGN
69,SSH-Patator,0.3555460209393876,,BENIGN
70,UNKNOWN,0.0651645932541941,s_unknown_similarity,BENIGN
71,SSH-Patator,0.3062906595664236,,BENIGN
72,SSH-Patator,0.4273984211304409,,BENIGN
73,SSH-Patator,0.5083023936139497,,BENIGN
74,UNKNOWN,0.12075427305068161,s_unknown_similarity,BENIGN
75,SSH-Patator,0.48471296971353217,,BENIGN
76,SSH-Patator,0.48192284809594554,,BENIGN
77,UNKNOWN,-0.03900595849819633,s_unknown_similarity,BENIGN
78,UNKNOWN,0.13668244020040635,s_unknown_similarity,BENIGN
79,SSH-Patator,0.5251429628292182,,BENIGN
80,UNKNOWN,0.02328111034903781,s_unknown_similarity,BENIGN
81,UNKNOWN,0.2331119392638099,s_unknown_similarity,BENIGN
82,UNKNOWN,0.2117211029464427,s_unknown_similarity,BENIGN
83,SSH-Patator,0.3398873099886559,,BENIGN
84,UNKNOWN,-0.04300395113764905,s_unknown_similarity,BENIGN
85,UNKNOWN,0.012938498364197415,s_unknown_similarity,BENIGN
86,SSH-Patator,0.37831809337881456,,BENIGN
87,SSH-Patator,0.6080770764258744,,BENIGN
88,UNKNOWN,0.1284537933049688,s_unknown_similarity,BENIGN
89,SSH-Patator,0.38642289215328385,,BENIGN
90,SSH-Patator,0.3610416782719623,,BENIGN
91,UNKNOWN,0.052278185823524614,s_unknown_similarity,BENIGN
92,SSH-Patator,0.25637722666181106,,BENIGN
93,UNKNOWN,0.24916444819422187,s_unknown_similarity,BENIGN
94,SSH-Patator,0.35784181912493157,,BENIGN
95,UNKNOWN,0.15620788619017478,s_unknown_similarity,BENIGN
96,UNKNOWN,0.13955836631276947,s_unknown_similarity,BENIGN
97,UNKNOWN,-0.0058618118354571,s_unknown_similarity,BENIGN
98,UNKNOWN,0.14434469334757305,s_unknown_similarity,BENIGN
99,SSH-Patator,0.3037933450305115,,BENIGN
100,UNKNOWN,0.06568106761058883,s_unknown_similarity,BENIGN
101,SSH-Patator,0.2579090486556126,,BENIGN
102,SSH-Patator,0.26133927270897045,,BENIGN
103,SSH-Patator,0.3377927685525702,,BENIGN
104,SSH-Patator,0.5415519301993931,,BENIGN
105,UNKNOWN,0.1552224582585782,s_unknown_similarity,BENIGN
106,UNKNOWN,-0.09416574713381876,s_unknown_similarity,BENIGN
107,UNKNOWN,-0.026867305879520662,s_unknown_similarity,BENIGN
108,SSH-Patator,0.3119855441722549,,BENIGN
109,UNKNOWN,0.196921559841066,s_unknown_similarity,BENIGN
110,SSH-Patator,0.37425876229832794,,BENIGN
111,SSH-Patator,0.5108338124446878,,BENIGN
112,UNKNOWN,0.04178470422731379,s_unknown_similarity,BENIGN
113,SSH-Patator,0.32510794399916376,,BENIGN
114,UNKNOWN,0.15039159281413914,s_unknown_similarity,BENIGN
115,SSH-Patator,0.36420345327080506,,BENIGN
116,SSH-Patator,0.2718066831080129,,BENIGN
117,SSH-Patator,0.32922367674323527,,BENIGN
118,SSH-Patator,0.3737856410424605,,BENIGN
119,SSH-Patator,0.412169239148515,,BENIGN
120,SSH-Patator,0.3697361704408777,,BENIGN
121,SSH-Patator,0.34261710561171,,BENIGN
122,UNKNOWN,0.013677488980093041,s_unknown_similarity,BENIGN
123,SSH-Patator,0.3627436291711013,,BENIGN
124,SSH-Patator,0.3683831176229344,,BENIGN
125,SSH-Patator,0.5785290953142469,,BENIGN
126,SSH-Patator,0.35572371463203434,,BENIGN
127,SSH-Patator,0.5906023118991803,,BENIGN
128,SSH-Patator,0.5423356220777018,,BENIGN
129,SSH-Patator,0.3193578553168355,,BENIGN
130,UNKNOWN,0.24068624144975495,s_unknown_similarity,BENIGN
131,SSH-Patator,0.4457880672683709,,BENIGN
132,UNKNOWN,0.07408667233641551,s_unknown_similarity,BENIGN
133,SSH-Patator,0.3790243068305316,,BENIGN
134,SSH-Patator,0.36878809329838597,,BENIGN
135,UNKNOWN,0.11919989676015506,s_unknown_similarity,BENIGN
136,UNKNOWN,0.02156527138768166,s_unknown_similarity,BENIGN
137,SSH-Patator,0.5731583754753294,,BENIGN
138,SSH-Patator,0.33840270488369134,,BENIGN
139,SSH-Patator,0.3211048238542121,,BENIGN
140,UNKNOWN,0.2294914374752393,s_unknown_similarity,BENIGN
141,UNKNOWN,0.1621472722493994,s_unknown_similarity,BENIGN
142,UNKNOWN,0.08693274675738451,s_unknown_similarity,BENIGN
143,SSH-Patator,0.2636756854345287,,BENIGN
144,UNKNOWN,0.19377815211904204,s_unknown_similarity,BENIGN
145,UNKNOWN,0.04495766076676096,s_unknown_similarity,BENIGN
146,SSH-Patator,0.28996711002926234,,BENIGN
147,SSH-Patator,0.2801971658431363,,BENIGN
148,UNKNOWN,0.2461201410887753,s_unknown_similarity,BENIGN
149,SSH-Patator,0.40051211443451157,,BENIGN
150,UNKNOWN,0.016625090104363197,s_unknown_similarity,BENIGN
151,UNKNOWN,0.23390934525736756,s_unknown_similarity,BENIGN
152,SSH-Patator,0.3991152989842594,,BENIGN
153,SSH-Patator,0.4190351822740466,,BENIGN
154,SSH-Patator,0.41902773971138574,,BENIGN
155,SSH-Patator,0.39619601119279807,,BENIGN
156,UNKNOWN,0.12236352616256427,s_unknown_similarity,BENIGN
157,SSH-Patator,0.4073442281194536,,BENIGN
158,UNKNOWN,0.203219925782701,s_unknown_similarity,BENIGN
159,UNKNOWN,0.05981553132238068,s_unknown_similarity,BENIGN
160,UNKNOWN,0.2392088361725916,s_unknown_similarity,BENIGN
161,SSH-Patator,0.3763360685229265,,BENIGN
162,UNKNOWN,0.21977605391194124,s_unknown_similarity,BENIGN
163,UNKNOWN,0.2199380542349402,s_unknown_similarity,BENIGN
164,UNKNOWN,0.10435932060139373,s_unknown_similarity,BENIGN
165,SSH-Patator,0.4242438897042862,,BENIGN
166,UNKNOWN,0.08025419230630398,s_unknown_similarity,BENIGN
167,UNKNOWN,0.10906922429167348,s_unknown_similarity,BENIGN
168,UNKNOWN,0.1699905040928016,s_unknown_similarity,BENIGN
169,UNKNOWN,0.07721029968247105,s_unknown_similarity,BENIGN
170,SSH-Patator,0.2941891186809566,,BENIGN
171,SSH-Patator,0.30306495271905665,,BENIGN
172,SSH-Patator,0.4020142070716732,,BENIGN
173,SSH-Patator,0.5102967166887226,,BENIGN
174,UNKNOWN,0.1764866347390174,s_unknown_similarity,BENIGN
175,SSH-Patator,0.6128630987996794,,BENIGN
176,UNKNOWN,0.18709336333202106,s_unknown_similarity,BENIGN
177,UNKNOWN,0.1635617317940149,s_unknown_similarity,BENIGN
178,SSH-Patator,0.3367016236716609,,BENIGN
179,UNKNOWN,0.12648929645099688,s_unknown_similarity,BENIGN
180,SSH-Patator,0.5008350426401681,,BENIGN
181,SSH-Patator,0.4496627132184143,,BENIGN
182,SSH-Patator,0.36602323214976085,,BENIGN
183,UNKNOWN,0.11084629253733122,s_unknown_similarity,BENIGN
184,SSH-Patator,0.2840204319133161,,BENIGN
185,UNKNOWN,-0.03548630261713553,s_unknown_similarity,BENIGN
186,SSH-Patator,0.34734557270520844,,BENIGN
187,SSH-Patator,0.338214956138201,,BENIGN
188,SSH-Patator,0.34180082903126313,,BENIGN
189,UNKNOWN,0.15027424720757998,s_unknown_similarity,BENIGN
190,SSH-Patator,0.28189280583577536,,BENIGN
191,UNKNOWN,0.17432123699778496,s_unknown_similarity,BENIGN
192,SSH-Patator,0.3443285451659943,,BENIGN
193,SSH-Patator,0.43037017507219627,,BENIGN
194,UNKNOWN,0.23873489581171167,s_unknown_similarity,BENIGN
195,UNKNOWN,0.004595771881747921,s_unknown_similarity,BENIGN
196,SSH-Patator,0.5748022699723243,,BENIGN
197,UNKNOWN,0.23607575430561967,s_unknown_similarity,BENIGN
198,UNKNOWN,0.24822903360901352,s_unknown_similarity,BENIGN
199,UNKNOWN,0.2356230148119067,s_unknown_similarity,BENIGN
200,DDoS,0.6317854559824186,,DDoS
201,DDoS,0.9818285878748498,,DDoS
202,DDoS,0.7934299121766525,,DDoS
203,DDoS,0.8834022956340001,,DDoS
204,DDoS,0.9679252892295127,,DDoS
205,DDoS,0.9369188366180216,,DDoS
206,DDoS,0.790479782820946,,DDoS
207,DDoS,0.8715053249714375,,DDoS
208,DDoS,0.9402696371786446,,DDoS
209,DDoS,0.9749188200077644,,DDoS
210,DDoS,0.9520419390011619,,DDoS
211,DDoS,0.9399975697612636,,DDoS
212,DDoS,0.9680075311053172,,DDoS
213,DDoS,0.9647076402425693,,DDoS
214,DDoS,0.9040124016658904,,DDoS
215,DDoS,0.94651525303247,,DDoS
216,DDoS,0.8438412111425446,,DDoS
217,DDoS,0.9201678726537044,,DDoS
218,DDoS,0.976071739928523,,DDoS
219,DDoS,0.8872498548311565,,DDoS
220,DDoS,0.9882125239195761,,DDoS
221,DDoS,0.9376271694118214,,DDoS
222,DDoS,0.9369415709258354,,DDoS
223,DDoS,0.9292889057162591,,DDoS
224,DDoS,0.9612887296414315,,DDoS
225,DDoS,0.9789789682755029,,DDoS
226,DDoS,0.9307645962354073,,DDoS
227,DDoS,0.9533886487684198,,DDoS
228,DDoS,0.773192777454095,,DDoS
229,DDoS,0.7153471138610715,,DDoS
230,DDoS,0.950448540146721,,DDoS
231,DDoS,0.9167045942967279,,DDoS
232,DDoS,0.9455749083442797,,DDoS
233,DDoS,0.953737218343752,,DDoS
234,DDoS,0.9738302441302554,,DDoS
235,DDoS,0.9862624810723399,,DDoS
236,DDoS,0.9524497239499924,,DDoS
237,DDoS,0.9420456849573451,,DDoS
238,DDoS,0.9334470583178297,,DDoS
239,DDoS,0.936683772621244,,DDoS
240,DDoS,0.890142036614884,,DDoS
241,DDoS,0.9382877595618135,,DDoS
242,DDoS,0.8986297986382742,,DDoS
243,DDoS,0.9561604284469739,,DDoS
244,DDoS,0.9622960158086036,,DDoS
245,DDoS,0.9256888828281117,,DDoS
246,DDoS,0.9049616863219049,,DDoS
247,DDoS,0.9757764165971482,,DDoS
248,DDoS,0.9603882553708067,,DDoS
249,DDoS,0.9808176197471363,,DDoS
250,DDoS,0.958894205831246,,DDoS
251,DDoS,0.9646744018314485,,DDoS
252,DDoS,0.925922007833331,,DDoS
253,DDoS,0.9695153272328035,,DDoS
254,DDoS,0.9486021888736773,,DDoS
255,DDoS,0.9064970614421962,,DDoS
256,DDoS,0.9680601475791646,,DDoS
257,DDoS,0.9794289163539167,,DDoS
258,DDoS,0.903711736365313,,DDoS
259,DDoS,0.969225313013266,,DDoS
260,DDoS,0.9741506406782104,,DDoS
261,DDoS,0.9765291668246756,,DDoS
262,DDoS,0.9847698231769705,,DDoS
263,DDoS,0.9568039418138286,,DDoS
264,DDoS,0.9446373937081989,,DDoS
265,DDoS,0.8642237226776025,,DDoS
266,DDoS,0.9224071643213254,,DDoS
267,DDoS,0.9772305380180326,,DDoS
268,DDoS,0.8773477233110559,,DDoS
269,DDoS,0.9598153206204443,,DDoS
270,DDoS,0.9351629926564552,,DDoS
271,DDoS,0.9065701813190747,,DDoS
272,DDoS,0.8872889456168732,,DDoS
273,DDoS,0.9618401820005867,,DDoS
274,DDoS,0.9763556598174314,,DDoS
275,DDoS,0.9773332790038651,,DDoS
276,DDoS,0.9588614043820128,,DDoS
277,DDoS,0.98851179426559,,DDoS
278,DDoS,0.9470747552809404,,DDoS
279,DDoS,0.9124972828681461,,DDoS
280,DDoS,0.977903550317902,,DDoS
281,DDoS,0.9530920651233752,,DDoS
282,DDoS,0.9465922408957574,,DDoS
283,DDoS,0.9777685060054604,,DDoS
284,DDoS,0.9207368023446203,,DDoS
285,DDoS,0.9852213182101058,,DDoS
286,DDoS,0.9088679757422061,,DDoS
287,DDoS,0.9063578221707778,,DDoS
288,DDoS,0.9759459203943462,,DDoS
289,DDoS,0.8234584124267952,,DDoS
290,DDoS,0.90229454667868,,DDoS
291,DDoS,0.9814385870491997,,DDoS
292,DDoS,0.9697044346927627,,DDoS
293,DDoS,0.9338345866330346,,DDoS
294,DDoS,0.9474751484858002,,DDoS
295,DDoS,0.896364979437817,,DDoS
296,DDoS,0.9039579517464627,,DDoS
297,DDoS,0.9731767716897318,,DDoS
298,DDoS,0.882538392421766,,DDoS
299,DDoS,0.9733242954638988,,DDoS
